item_id,category,name,subtype,rarity,attunement,consumable,source,heliana_n,heliana_recipes,notes,rarity_norm,category_norm,attunement_norm,source_ref,power_band
quakescale_armor,Armor,Quakescale Armor,Scale Mail,Uncommon,,False,GHCG,0,,"Fashioned from the scales of a quake drake, this armor rumbles softly with the sound of thunder during storms. While wearing it, you have Resistance to Thunder damage.",uncommon,armor,no,GHCG,2
queen_s_token,Wondrous Item,Queen’s Token,,Legendary,,False,GHCG,0,,"This humble acorn is one of the mightiest gifts a Faerie queen can bestow upon her subjects. While holding the acorn, you can cast the Wish spell. After using the acorn in this way, it immediately teleports back to the queen who bestowed it.",legendary,wondrous,no,GHCG,5
ready_gunk,Wondrous Item,Ready Gunk,,Uncommon,,False,GHCG,0,,"This sticky paste is fashioned from the powdered bone armor of a bone trader. After you treat a weapon, shield, or other item that can be wielded in one or two hands with the paste, you can take a Bonus Action to summon and equip it, as long as the item is within 30 feet of you. After using this eff",uncommon,wondrous,no,GHCG,2
resuscitation_bomb,Wondrous Item,Resuscitation Bomb,,Rare,,False,GHCG,0,,"This foul-smelling concoction is made from the remains of stinking sludge. As a Magic action, you can throw the vial up to 10 feet, where it breaks and releases a noxious vapor that fills a 30-foot-radius Sphere. Each creature in the area with the Incapacitated, Stunned, or Unconscious condition end",rare,wondrous,no,GHCG,3
ring_of_hidden_desires,Ring,Ring of Hidden Desires,,Uncommon,,False,GHCG,0,,"This rose gold band is set with an obsidian stone carved in the shape of a heart. While wearing this ring, you can use a Magic action to attempt to learn a creature’s darkest desire. Select a creature that you can see. That creature must succeed on a DC 13 Wisdom saving throw. On a failed save, you ",uncommon,ring,no,GHCG,2
ring_of_nightmares,Ring,Ring of Nightmares,,Rare,Required,False,GHCG,0,,"This ring's crafting requires powdered brain from a restless lumberer. It has 3 charges and regains 1d3 expended charges daily at dawn. While wearing the ring, you can take a Bonus Action to expend 1 charge to change the damage type of the next spell you cast before the end of your turn to Psychic d",rare,ring,yes,GHCG,3
ring_of_radiation,Ring,Ring of Radiation,,Uncommon,,False,GHCG,0,,"This ring is made of braided copper wire. While wearing this ring, your elemental energies are supercharged, allowing them to radiate from your body. When you cast a spell or use an ability that does Cold, Fire, or Lightning damage, the range of the spell or ability is doubled.",uncommon,ring,no,GHCG,2
ring_of_veracity,Ring,Ring of Veracity,,Uncommon,Required,False,GHCG,0,,"This golden band is stamped with images of smiling humanoid faces. While attuned to this ring, the wearer has Advantage on Search actions to make a Wisdom (Insight) check.",uncommon,ring,yes,GHCG,2
rod_of_ruin,Rod,Rod of Ruin,,Rare,Required,False,GHCG,0,,This rod is formed of stacked crystal spheres filled with smoke. The rod has 3 charges and regains all expended charges daily at dusk.,rare,rod,yes,GHCG,3
rod_of_the_pack_master,Rod,Rod of the Pack Master,,Very Rare,Required,False,GHCG,0,,"This rod appears to be a piece of driftwood carved with images of wolves and bears. While holding the rod, you can take a Magic action to cast Polymorph on any number of willing Humanoids you can see within 30 feet of you. The only forms you can choose for each target are Black Bear and Wolf, and th",very rare,rod,yes,GHCG,4
sangromancer_s_vial,Wondrous Item,Sangromancer’s Vial,,Rare,Required,False,GHCG,0,,"This vial of red glass and gold filigree is useful to practitioners of blood magic. As part of the Attunement process, you fill the vial with your own blood. Choose up to 10 of your Hit Point Dice and roll them, reducing your Hit Point maximum by an amount equal to the result. This creates a pool of",rare,wondrous,yes,GHCG,3
second_skin,Armor,Second Skin,Hide,Very Rare,Required,False,GHCG,0,,"This harness is woven from the hides of slain lycanthropes. When you attune to this item, the harness melds into your flesh, making it tough. Your Armor Class is 14 + your Dexterity modifier. When you take Bludgeoning, Piercing, or Slashing damage from a source that is not silver, you can use a Reac",very rare,armor,yes,GHCG,4
shadowsteel_blades,Weapon,Shadowsteel Blades,any Slashing Melee weapon,Very Rare,Required,False,GHCG,0,,"Crafted from the dark material known as Shadowsteel, these weapons seem to ignore most armor, instead slicing through the spiritual essence of living flesh while delivering excruciating pain to their victims. Survivors of an encounter with a Shadowsteel Blade often report lasting pain that lingers f",very rare,weapon,yes,GHCG,4
sizzling_serum,Wondrous Item,Sizzling Serum,,Rare,,False,GHCG,0,,"Created from the ichor in a potbelly’s stomach-pot, this volatile concoction is effective at damaging inorganic substances. As a Magic action, you can hurl the serum at a Construct or an object that you can see within 30 feet of you. The target makes a DC 15 Constitution saving throw, taking 10d6 Fi",rare,wondrous,no,GHCG,3
soulbond_stone,Wondrous Item,Soulbond Stone,,Rare,,False,GHCG,0,,"This smooth and weighty stone has a dusk-colored gem embedded in its center. When pressed to the chest of a creature who has been dead for less than one minute, the stone captures a fragment of the dead creature's soul for later use.",rare,wondrous,no,GHCG,3
staff_of_briars,Staff,Staff of Briars,,Uncommon,,False,GHCG,0,,"This wooden staff is made from the harvested claws of a braerog. It has 10 charges. While holding the staff, you can take a Magic action to expend 1 charge and cause thorn-covered rose vines to sprout up, covering a 20-foot square centered on a point within 5 feet of you. This area becomes Difficult",uncommon,staff,no,GHCG,2
staff_of_the_sorcerer_king,Weapon,Staff of the Sorcerer King,Staff,Legendary,Required,False,GHCG,0,,David Alunan,legendary,weapon,yes,GHCG,5
stalk_symbiote,Wondrous Item,Stalk Symbiote,,Rare,Required,False,GHCG,0,,"This ocular organ, harvested from a living Aberration, melds with the skull of its host. If you are a Humanoid, you can attune to this item by stitching it into your scalp during the Attunement process. At the end of this time, the stalk burrows into your skull and bonds with your brain. Non-Humanoi",rare,wondrous,yes,GHCG,3
star_metal_ring,Ring,Star Metal Ring,,Rare,,False,GHCG,0,,"This heavy steel ring is set with a chunk of shimmering star metal. While wearing this ring, your appendages are crusted with iridescent star metal. Your Unarmed Strikes are considered magical and deal Force damage.",rare,ring,no,GHCG,3
straitjacket,Wondrous Item,Straitjacket,,Rare,Required,False,GHCG,0,,"This stained grey jacket has long arms reaching the floor and contains dozens of restraining straps. This magical jacket takes 10 minutes to don or doff. While wearing this item and not wearing armor or wielding a shield, you add your Intelligence modifier to your Armor Class. Also, you can cast spe",rare,wondrous,yes,GHCG,3
suit_of_the_lamb,Wondrous Item,Suit of the Lamb,,Rare,,False,GHCG,0,,"This suit of comfortable woolen clothes, made from the wool of the rare and dangerous poffer, includes a shirt, trousers or a kilt, and thick socks. While wearing the suit, you have Resistance to Lightning damage, and you don’t suffer effects from extreme cold weather.",rare,wondrous,no,GHCG,3
sun_shades,Wondrous Item,Sun Shades,,Uncommon,,False,GHCG,0,,"These black leather goggles are set with cloudy glass that completely obscures the eyes of the wearer. You can take a Utilize action to don or doff these goggles. While wearing these goggles, you ignore your Sunlight Sensitivity, as well as any other ill effects you would suffer due to exposure to s",uncommon,wondrous,no,GHCG,2
talisman_of_tormach,Wondrous Item,Talisman of Tormach,,Rare,Required,False,GHCG,0,,"The dreadful talisman is crafted from the skull at the center of a gore elemental. When you kill a creature with a Melee weapon or an Unarmed Strike while you wear the talisman, you gain 10 Temporary Hit Points for 1 minute. While you have any of these Temporary Hit Points, your melee weapon attacks",rare,wondrous,yes,GHCG,3
telltale_heart,Wondrous Item,Telltale Heart,,Uncommon,Required,False,GHCG,0,,"This cherry-sized bloodstone heart is the beating center of a poppet. While the stone is on your person, when you gain the Frightened condition, you can make a DC 15 Wisdom saving throw. On a success, you end the Frightened condition.",uncommon,wondrous,yes,GHCG,2
thought_talker_orbs,Wondrous Item,Thought Talker Orbs,,Rare,,False,GHCG,0,,"This magical spying device, designed by gnome engineers on behalf of the Ebon Syndicate, is composed of two crystal orbs. The Emitter Orb is marble-sized, making it easy to slip into your target's purse or pocket. The Receiver Orb is fist-sized.",rare,wondrous,no,GHCG,3
thricecall_mirror,Wondrous Item,Thricecall Mirror,,Very Rare,,False,GHCG,0,,"This ornate hand mirror, made of carved iron and adorned with images of grasping hands, can be used to contact other planes. As a Magic action, you can speak the true name of an extraplanar being, such as a Fey, Fiend, or Celestial, into the mirror three times. This summons the named creature in an ",very rare,wondrous,no,GHCG,4
toadstool_toddy,Potion,Toadstool Toddy,,Rare,,True,GHCG,0,,"This carbonated liquid, a potent distillation of faerie magic, is bright fuchsia and tastes of autumn rain. A Humanoid who drinks a Toadstool Toddy has Immunity to Fire and Cold damage for 1 hour.",rare,potion,no,GHCG,1
tormach_s_blessed_weapon,Weapon,Tormach’s Blessed Weapon,Any Melee,Common,,False,GHCG,0,,"Dedicated followers of Tormach sometimes gain the blessing of the Lord of Blood Oaths. When they do, their weapons gain a spark of the Marauder’s power. When you hit with this weapon, you can cause the target to succeed on a DC 15 Strength saving throw or have the Prone condition. Once a creature fa",common,weapon,no,GHCG,1
vilesmog_bomb,Wondrous Item,Vilesmog Bomb,,Uncommon,,False,GHCG,0,,"This smoky concoction is a favorite of poisoners and assassins. You can use a Magic action to throw this vial up to 30 feet away from you, at which point it breaks and releases a dark vapor that fills a 15-foot-radius Sphere centered on it for 2 rounds. A creature that enters the area or starts its ",uncommon,wondrous,no,GHCG,2
wand_of_silence,Wand,Wand of Silence,,Uncommon,Required,False,GHCG,0,,"This wand has 7 charges. While holding it, you can expend 1 charge to cast Silence from it (save DC 15). The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand’s last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.",uncommon,wand,yes,GHCG,2
wand_of_the_poltergeist,Wand,Wand of the Poltergeist,,Very Rare,Required,False,GHCG,0,,"This wand is a swirl of dark and white wood, topped with a carved screaming skull. The wand has 7 charges.",very rare,wand,yes,GHCG,4
wraps_of_aphaeleon,Wondrous Item,Wraps of Aphaeleon,,Rare,Required,False,GHCG,0,,"Aphaeleon is the Arch Seraph of temperance and spiritual balance, a patron to many monks. While wearing these simple cloth fist wraps endowed with his blessing, you can spend 3 Focus Points on your turn to end the Incapacitated, Paralyzed, or Stunned condition on yourself (no action required).",rare,wondrous,yes,GHCG,3
zeal,Weapon,Zeal,Warhammer,Artifact,Required,False,GHCG,0,,"This warhammer glows with an inner light. When the celestial realm nearly fell, a heavenly smith received a vision, to craft a hammer like no other. With the might of Zeal, heaven's armies turned back their foes, restoring the cosmic balance.",artifact,weapon,yes,GHCG,5
d_mglesvir,Weapon,Dämglesvir,Longsword,Artifact,Required,False,GHCG,0,,"Few ever saw the gleaming blade Dämglesvir before the God’s End, as only the emperor was permitted to draw the sword from its sheath. Now its blade and hilt are black, like a weapon dipped in shadow.",artifact,weapon,yes,GHCG,5
hearthfire_breastplate,Armor,Hearthfire Breastplate,Breastplate,Artifact,Required,False,GHCG,0,,Maria Trofimova,artifact,armor,yes,GHCG,5
indorius_s_crown,Wondrous Item,Indorius’s Crown,,Artifact,Required,False,GHCG,0,,"Indorius’s Crown bestows authority on whoever wears it, making their reasoning seem stronger and their coercions harder to resist. The crown does not, however, provide its wearer with wisdom.",artifact,wondrous,yes,GHCG,5
ulmyr_s_eye,Wondrous Item,Ulmyr’s Eye,,Artifact,Required,False,GHCG,0,,"Ulmyr’s Eye appears to be a crystal ball filled with ever-shifting smoke. Peering into the orb reveals hazy visions, many of which are disturbing.",artifact,wondrous,yes,GHCG,5
bomboozler,Wondrous Item,Bomboozler,,Rare,,False,HGtMH,0,,"Within this sturdy, corrosion-resistant polyhedron is a phial of ooze acid; a caustic substance with remarkable powers of biological alteration.",rare,wondrous,no,HGtMH,3
caltrooze,Wondrous Item,Caltrooze,,Uncommon,,False,HGtMH,0,,Michelle Mueller,uncommon,wondrous,no,HGtMH,2
flooze,Weapon,Flooze,flail,Uncommon,Required,False,HGtMH,0,,"The versatility of the magically-enhanced ooze used to craft this flail can’t be overstated. Its high tensile strength allows its ‘chain’ to stretch in response to its wearer’s thoughts, while the flail’s head boasts a hardness and density comparable to steel.",uncommon,weapon,yes,HGtMH,2
goo_luck_dice,Wondrous Item,Goo Luck Dice,,Common,,False,HGtMH,0,,Mohammed “Aggi” Bellafquih,common,wondrous,no,HGtMH,1
oozemat_coat,Wondrous Item,Oozemat Coat,,Rare,Required,False,HGtMH,0,,"Woven from an oozed-based, biosynthetic polymer, this practical garment is the number one choice for field researchers and lab workers alike. It provides the high adaptability and resilience necessary to protect its wearer from any unfortunate accidents that may occur during the noble pursuit of sci",rare,wondrous,yes,HGtMH,3
slime_in_a_skull,Wondrous Item,Slime-In-A-Skull,,Uncommon,Required,False,HGtMH,0,,"Within this humanoid skull resides a friendly ooze who wishes only to be helpful to the owner of its home. Joyful gurgling sounds can occasionally be heard emanating from the eye sockets and, very rarely, a curious eye will peek out of the mouth.",uncommon,wondrous,yes,HGtMH,2
ventilation_unit_d_20,Wondrous Item,Ventilation Unit D-20,,Rare,Required,False,HGtMH,0,,Chaouki ‘’Ciao’” Titouhi & Michelle Mueller,rare,wondrous,yes,HGtMH,3
mawling_maul,Weapon,Mawling Maul,any hammer,Uncommon,,False,HGtMH,0,,"Burning with ravenous hunger and unquenchable hanger, this mimic-infused weapon struggles relentlessly against the sturdy iron chains that bind it. Loosening the chains stimulates the weapon’s digestive juices which, if not quenched, can have caustic consequences for its wielder.",uncommon,weapon,no,HGtMH,2
mimickey,Wondrous Item,Mimickey,,Common,,False,HGtMH,0,,"This bone and flesh keyring can be socketed on any weapon or held item. As an action, you can hold the item by the keyring and spin it in a circle, causing the socketed item to shrink to the size of a key. Using an action to spin it while key-sized returns it to its normal size.",common,wondrous,no,HGtMH,1
spelleater_tome,Wondrous Item,Spelleater Tome,,Uncommon,Required,False,HGtMH,0,,"Learning and developing new spells can be a tedious and time-consuming process. Luckily, the spelleater tome is a shortcut to becoming a spell-slinging savant. Originally a creation of Jonjo Starr, the tome has become a favourite among lazy wizarding apprentices the world over.",uncommon,wondrous,yes,HGtMH,2
haemstrike,Weapon,Haemstrike,any hammer,Uncommon,,False,HGtMH,0,,"This weapon is naturally attracted to foes bearing ferrous metals, allowing it to strike them with more force. Those who align themselves more closely with the weapon are granted the ability to manipulate gravity, telekinetically pulling creatures and objects into range of its jagged-faced swings.",uncommon,weapon,no,HGtMH,2
magnetite_horn,Wondrous Item,Magnetite Horn,,Uncommon,,False,HGtMH,0,,Mohammed “Aggi” Bellafquih,uncommon,wondrous,no,HGtMH,2
shard_crown,Wondrous Item,Shard Crown,,Rare,Required,False,HGtMH,0,,From the horn and eyes of a magnetite dragon is crafted this crown of magnetite. The creature’s commanding presence and power over the blood of others allow the wearer of this object to bend its foes to its will.,rare,wondrous,yes,HGtMH,3
snow_wolf_cowl,Wondrous Item,Snow Wolf Cowl,,Rare,Required,False,HGtMH,0,,"Few warriors can claim to have single-handedly bested a full-grown snow wolf. Those that do can have the head of such a monster enchanted by a clan shaman, granting them the power to transform into the beast. Such cowls are prized trophies amongst the frozen Norse clans, symbols of might and status.",rare,wondrous,yes,HGtMH,3
broodmother_s_embrace,Wondrous Item,Broodmother’s Embrace,,Rare,Required,False,HGtMH,0,,Mohammed “Aggi” Bellafquih,rare,wondrous,yes,HGtMH,3
broodmother_s_eye,Wondrous Item,Broodmother’s Eye,,Common,Required,False,HGtMH,0,,"While socketed in an item, the item gains the Intense Stare property.",common,wondrous,yes,HGtMH,1
broodslinger,Wondrous Item,Broodslinger,,Uncommon,Required,False,HGtMH,0,,"Known fondly by L’Arsène as Ling’s Bane, this forearm-mounted symbiote represents the conquering of the incredibly infectious broodmother strain of aboleths. This blind broodling has been altered to feed off of its host’s nutrients, generating powerfully acidic mucous. A small note attached to one t",uncommon,wondrous,yes,HGtMH,2
tome_of_living_memories,Wondrous Item,Tome of Living Memories,,Uncommon,,False,HGtMH,0,,"The pages of this book are littered with the shifting memories of all the aboleth broodmother’s eyes have seen. This deluge of information includes historical occurrences, the gods, and all things arcane, in addition to several spells. Unfortunately, the script is a shifting mire of letters that onl",uncommon,wondrous,no,HGtMH,2
astral_luggage,Wondrous Item,Astral Luggage,,Very Rare,,False,HGtMH,0,,Mohammed “Aggi” Bellafquih,very rare,wondrous,no,HGtMH,4
dreamy_the_lucid,Wondrous Item,Dreamy the Lucid,,Uncommon,,False,HGtMH,0,,Chaouki‘’Ciao’” Titouhi,uncommon,wondrous,no,HGtMH,2
hammer_time,Weapon,Hammer Time,any hammer,Uncommon,,False,HGtMH,0,,"Never has the saying “smash something into next week” been so apt. With an hourglass filled with brilliant platinum sand, this magical impact weapon utilises the dreamholder’s command over time dilation to throw its victims forward in time.",uncommon,weapon,no,HGtMH,2
robes_of_beaur_ve,Wondrous Item,Robes of Beaurêve,,Rare,Required,False,HGtMH,0,,Michelle Mueller,rare,wondrous,yes,HGtMH,3
second_chance,Wondrous Item,Second Chance,,Uncommon,,False,HGtMH,0,,Michelle Mueller,uncommon,wondrous,no,HGtMH,2
time_splitter,Weapon,Time Splitter,any axe,Uncommon,Required,False,HGtMH,0,,"The time splitter is just the tool for an almighty adventurer who’s always a little too slow to get where they need to be exactly in the nick of time. Harnessing the time dilative power of the dreamholder, this magic weapon lets its wielder swing back in time, or speed the flow of time for itself, a",uncommon,weapon,yes,HGtMH,2
eyes_of_googly,Wondrous Item,Eyes of Googly,,Common,,False,HGtMH,0,,"Firm, and always slightly moist to the touch, this pair of eyes wanders of their own accord. When placed on a single object that can fit inside a 5-foot cube, the object becomes sentient. It can’t speak, and has statistics the GM deems appropriate.",common,wondrous,no,HGtMH,1
grill_of_barbecuing,Wondrous Item,Grill of Barbecuing,,Uncommon,,False,HGtMH,0,,Michelle Mueller,uncommon,wondrous,no,HGtMH,2
heliana_s_guide_to_monster_hunting,Wondrous Item,Heliana’s Guide to Monster Hunting,,Uncommon,,False,HGtMH,0,,"Full of useful knowledge and heavy enough to crush a skull, Heliana’s Guide to Monster Hunting is nothing if not handy. The personalised quotes from Heliana, Peeper’s deft proofing and editing, and the numerous ink stains and spilled watercolours give this hefty tome a homemade feel.",uncommon,wondrous,no,HGtMH,2
l_ars_ne_s_quadnoculars,Wondrous Item,L’Arsène’s Quadnoculars,,Rare,,False,HGtMH,0,,Expecting a flood of adventurers to buy Heliana’s book and begin crafting their own magic items —potentially putting him out of a job!—L’Arsène devised a way he might profit from the book’s popularity. With a series of articulating lenses that filter out threads belonging to different schools of mag,rare,wondrous,no,HGtMH,3
tinytar,Wondrous Item,Tinytar,,Common,,False,HGtMH,0,,"With the sentient tar of a tar elemental and a dose of enchantment magic, one can craft this friendly and amenable little helper. When applied to anything you can hold, the tinytar ensures you don’t accidentally drop it.",common,wondrous,no,HGtMH,1
acheron_blade,Weapon,Acheron Blade,any sword,Rare,Required,False,EGtW,0,,"The black blade of this sword is crafted from a mysterious arcane alloy. You gain a +1 bonus to attack and damage rolls made with this magic weapon. While the sword is on your person, you are immune to effects that turn undead.",rare,weapon,yes,EGtW,3
amulet_of_the_drunkard,Wondrous Item,Amulet of the Drunkard,,Uncommon,,False,EGtW,0,,"This amulet smells of old, ale-stained wood. While wearing it, you can regain 4d4 + 4 hit points when you drink a pint of beer, ale, mead, or wine. Once the amulet has restored hit points, it can’t do so again until the next dawn.",uncommon,wondrous,no,EGtW,2
arcane_cannon,Wondrous Item,Arcane Cannon,,Very Rare,,False,EGtW,0,,"This Large cannon is imbued with magic. It requires no ammunition and doesn’t need to be loaded. It takes one action to aim the cannon and one action to fire it. After the cannon has fired, it must recharge for 5 minutes before it can be fired again.",very rare,wondrous,no,EGtW,4
battering_shield,Armor,Battering Shield,shield,Rare,Required,False,EGtW,0,,"While holding this iron tower shield, you gain a +1 bonus to AC. This bonus is in addition to the shield’s normal bonus to AC.",rare,shield,yes,EGtW,3
bloodaxe,Weapon,Bloodaxe,greataxe,Very Rare,Required,False,EGtW,0,,"You gain a +2 bonus to attack and damage rolls made with this magic axe. The axe deals an extra 1d6 necrotic damage to creatures that aren’t constructs or undead. If you reduce such a creature to 0 hit points with an attack using this axe, you gain 10 temporary hit points.",very rare,weapon,yes,EGtW,4
breathing_bubble,Wondrous Item,Breathing Bubble,,Common,,False,EGtW,0,,"This translucent, bubble-like sphere has a slightly tacky outer surface, and you gain the item’s benefits only while wearing it over your head like a helmet.",common,wondrous,no,EGtW,1
brooch_of_living_essence,Wondrous Item,Brooch of Living Essence,,Uncommon,Required,False,EGtW,0,,"While wearing this nondescript brooch, spells and anything else that would detect or reveal your creature type treat you as humanoid, and those that would reveal your alignment treat it as neutral.",uncommon,wondrous,yes,EGtW,2
butcher_s_bib,Wondrous Item,Butcher’s Bib,,Rare,Required,False,EGtW,0,,"This black leather apron is perpetually covered by blood, even after being washed off. You gain the following benefits while wearing the apron:",rare,wondrous,yes,EGtW,3
coin_of_delving,Wondrous Item,Coin of Delving,,Common,,False,EGtW,0,,"This scintillating copper coin sheds dim light in a 5-foot radius. If dropped a distance greater than 5 feet, the coin issues a melodious ringing sound when it hits a surface. Any creature that can hear the chime can determine the distance the coin dropped based on the tone.",common,wondrous,no,EGtW,1
corpse_slayer,Weapon,Corpse Slayer,any,Rare,Required,False,EGtW,0,,You gain a +1 bonus to attack and damage rolls made with this magic weapon.,rare,weapon,yes,EGtW,3
dispelling_stone,Wondrous Item,Dispelling Stone,,Very Rare,,False,EGtW,0,,"This smooth, rainbow-colored, egg-shaped stone can be thrown up to 30 feet and explodes in a 10-foot-radius sphere of magical energy on impact, destroying the stone. Any active spell of 5th level or lower in the sphere ends.",very rare,wondrous,no,EGtW,4
duskcrusher,Weapon,Duskcrusher,warhammer,Very Rare,Required,False,EGtW,0,,"This item takes the form of a leather-wrapped metal rod emblazoned with the symbol of Pelor, the Dawn Father. While grasping the rod, you can use a bonus action to cause a warhammer head of crackling radiance to spring into existence. The warhammer’s radiant head emits bright light in a 15-foot radi",very rare,weapon,yes,EGtW,4
dust_of_deliciousness,Wondrous Item,Dust of Deliciousness,,Uncommon,,False,EGtW,0,,This reddish brown dust can be sprinkled over any edible substance to greatly improve the flavor. The dust also dulls the eater’s senses: anyone eating food treated with this dust has disadvantage on Wisdom ability checks and Wisdom saving throws for 1 hour. There is enough dust to flavor six servin,uncommon,wondrous,no,EGtW,2
goggles_of_object_reading,Wondrous Item,Goggles of Object Reading,,Uncommon,Required,False,EGtW,0,,"These leather-framed goggles feature purple crystal lenses. While wearing the goggles, you have advantage on Intelligence (Arcana) checks made to reveal information about a creature or object you can see.",uncommon,wondrous,yes,EGtW,2
hunter_s_coat,Armor,Hunter’s Coat,leather,Very Rare,Required,False,EGtW,0,,You gain a +1 bonus to AC while wearing this armor.,very rare,armor,yes,EGtW,4
last_stand_armor,Armor,Last Stand Armor,any,Very Rare,,False,EGtW,0,,"You have a +1 bonus to AC while wearing this armor, which shimmers softly.",very rare,armor,no,EGtW,4
luxon_beacon,Wondrous Item,Luxon Beacon,,Legendary,,False,EGtW,0,,"This dodecahedron of faintly glowing crystal is heavier than it appears. A set of handles are affixed to its sides, and it pulsates and thrums when touched.",legendary,wondrous,no,EGtW,5
needle_of_mending,Weapon,Needle of Mending,dagger,Rare,Required,False,EGtW,0,,"This weapon is a magic dagger disguised as a sewing needle. When you hold it and use a bonus action to speak its command word, it transforms into a dagger or back into a needle.",rare,weapon,yes,EGtW,3
nightfall_pearl,Wondrous Item,Nightfall Pearl,,Legendary,Required,False,EGtW,0,,"Used to summon night, this 6-inch-diameter, jet-black orb is cold to the touch. You can spend 10 minutes to activate it, causing the area within 10 miles of it at the moment of activation to become night even if it is daytime. This night lasts for 24 hours, until you cancel it as an action, or until",legendary,wondrous,yes,EGtW,5
orb_of_the_veil,Wondrous Item,Orb of the Veil,,Very Rare,Required,False,EGtW,0,,"This onyx sphere bears deep, spiraling grooves and dangles from an iron chain. While the orb is on your person, you gain the following benefits:",very rare,wondrous,yes,EGtW,4
potion_of_maximum_power,Potion,Potion of Maximum Power,,Rare,,True,EGtW,0,,"The first time you cast a damage-dealing spell of 4th level or lower within 1 minute after drinking the potion, instead of rolling dice to determine the damage dealt, you can instead use the highest number possible for each die.",rare,potion,no,EGtW,1
potion_of_possibility,Potion,Potion of Possibility,,Very Rare,,True,EGtW,0,,"When you drink this clear potion, you gain two Fragments of Possibility, each of which looks like a Tiny, grayish bead of energy that follows you around, staying within 1 foot of you at all times. Each fragment lasts for 8 hours or until used.",very rare,potion,no,EGtW,2
reincarnation_dust,Wondrous Item,Reincarnation Dust,,Very Rare,,False,EGtW,0,,"When this small pouch of purple dust is sprinkled on a dead humanoid or a piece of a dead humanoid, the dust is absorbed by the remains. If willing, the dead creature returns to life with a new body as if the reincarnate spell had been cast on the remains.",very rare,wondrous,no,EGtW,4
ring_of_obscuring,Ring,Ring of Obscuring,,Uncommon,Required,False,EGtW,0,,"This band of iron resembles a skull and is cold to the touch. It has 3 charges and regains 1d3 expended charges daily at dawn. As an action while wearing the ring, you can expend 1 of its charges to cast the fog cloud spell from it, with the following changes: the cloud is centered on you when it fi",uncommon,ring,yes,EGtW,2
ring_of_temporal_salvation,Ring,Ring of Temporal Salvation,,Rare,Required,False,EGtW,0,,"If you die while wearing this gray crystal ring, you vanish and reappear in an unoccupied space within 5 feet of the space you left (or the nearest unoccupied space). You have a number of hit points equal to 3d6 + your Constitution modifier. If your hit point maximum is lower than the number of hit ",rare,ring,yes,EGtW,3
rod_of_retribution,Rod,Rod of Retribution,,Uncommon,Required,False,EGtW,0,,This adamantine rod is tipped with a glowing crystalline eye. The rod has 3 charges and regains all its expended charges daily at dawn.,uncommon,rod,yes,EGtW,2
spell_bottle,Wondrous Item,Spell Bottle,,Legendary,Required,False,EGtW,0,,"This glass bottle can store one spell of up to 5th level at a time. When found, roll a d6 and subtract 1; the total determines the level of spell in the bottle (the DM chooses the spell, and 0 means the bottle is empty). A swirling blue vapor fills the bottle while it contains a spell.",legendary,wondrous,yes,EGtW,5
staff_of_dunamancy,Staff,Staff of Dunamancy,,Very Rare,Required,False,EGtW,0,,"This staff of polished gray wood bears numerous runes carved along its length. The staff has 10 charges and regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff turns into dust and is destroyed.",very rare,staff,yes,EGtW,4
staff_of_the_ivory_claw,Staff,Staff of the Ivory Claw,,Rare,Required,False,EGtW,0,,"This gray-and-cerulean staff is topped with a small dragon claw carved from ivory. While holding the staff, you gain a +1 bonus to spell attack rolls. Whenever you score a critical hit with a spell attack, the target takes an extra 3d6 radiant damage.",rare,staff,yes,EGtW,3
vox_seeker,Wondrous Item,Vox Seeker,,Common,,False,EGtW,0,,"This clockwork device resembles a metal crab the size of a dinner plate. Every action used to wind up the device allows it to operate for 1 minute, to a maximum of 10 minutes. While operational, the item uses the accompanying vox seeker stat block. This automaton is under the DM’s control. A vox see",common,wondrous,no,EGtW,1
weapon_of_certain_death,Weapon,Weapon of Certain Death,any,Rare,,False,EGtW,0,,"When you damage a creature with an attack using this magic weapon, the target can’t regain hit points until the start of your next turn.",rare,weapon,no,EGtW,3
danoth_s_visor,Wondrous Item,Danoth’s Visor,,Legendary,Required,False,EGtW,0,,These mithral-frame goggles with clear diamond lenses were used by the evoker Danoth Oro to spot invisible enemies and scout areas from afar.,legendary,wondrous,yes,EGtW,5
grimoire_infinitus,Wondrous Item,Grimoire Infinitus,,Legendary,Required,False,EGtW,0,,"Several of these spellbooks with gilded pages and silver-plated covers were created during the Age of Arcanum, but only one has been found since the Calamity ended. The book has an infinite number of pages, is three inches thick, eight inches wide, twelve inches long, and weighs three pounds.",legendary,wondrous,yes,EGtW,5
hide_of_the_feral_guardian,Armor,Hide of the Feral Guardian,studded leather,Legendary,Required,False,EGtW,0,,"It is believed that this polished and beautifully detailed leather armor was a gift from Melora, bestowed on a long-forgotten archdruid and champion of the natural world before the terrors of the Calamity.",legendary,armor,yes,EGtW,5
infiltrator_s_key,Wondrous Item,Infiltrator’s Key,,Legendary,Required,False,EGtW,0,,This mithral skeleton key was forged using the blood of twelve master thieves executed for trying to steal magic items during the Age of Arcanum.,legendary,wondrous,yes,EGtW,5
