item_id,name,category,subtype,rarity,attunement,consumable,source,allowed,notes,att_detail,rarity_norm,category_norm,attunement_norm,source_ref,power_band
iron_fangs,Iron Fangs,Wondrous Item,,Rare,Required,False,GHCG,True,"These iron tooth caps are inscribed with magical runes. You gain a +2 bonus to attack rolls and damage rolls with your Bite attacks, and your Bite attacks deal your choice of either Force or Piercing damage.",Requires Attunement,rare,wondrous,yes,GHCG,3
knifewing_cape,Knifewing Cape,Wondrous Item,,Rare,Required,False,GHCG,True,"This cloak is made from the skin of twenty knifewings. While wearing it, you gain a +1 bonus to Armor Class. If you fall, you descend 60 feet per round and take no damage from falling.",Requires Attunement,rare,wondrous,yes,GHCG,3
light_drinker,Light Drinker,Weapon,Longsword,Very Rare,Required,False,GHCG,True,"This sword’s hilt and blade are forged from a single piece of black metal that absorbs the light around it. You gain a +2 bonus to attack and damage rolls made with this magic weapon, which deals Cold damage instead of Slashing damage. While attuned to the sword, you gain Darkvision to 60 feet and c",Requires Attunement,very rare,weapon,yes,GHCG,4
lindwyrm_venom,Lindwyrm Venom,Wondrous Item,,Very Rare,,False,GHCG,True,"This terrible venom is extracted and distilled from the deadly lindwyrm. It can be delivered via ingestion or a wound. A creature exposed to the venom must succeed on a DC 18 Constitution saving throw or take 36 (8d8) Poison damage and have the Poisoned condition for 1 minute. While Poisoned, the cr",,very rare,wondrous,no,GHCG,4
living_net,Living Net,Weapon,Net,Uncommon,,False,GHCG,True,"This net is made of wire and thread from a suture golem. It can be used in the same manner as a normal Net, but once it restrains a target it coils and twists as if alive. Escaping the Living Net requires a DC 15 Strength (Athletics) check. The Living Net has AC 15 and 15 HP. If destroyed, the net r",,uncommon,weapon,no,GHCG,2
lodestone_armor,Lodestone Armor,Armor,Plate,Very Rare,Required,False,GHCG,True,"This plate armor is lined with magnetic lodestone harvested from a different plane of existence. While wearing the armor, you can take a Bonus Action to enhance its magnetic polarity for 1 minute. Loose stones, soil, and minerals are immediately attracted to the surface of the armor, granting you a ",Requires Attunement,very rare,armor,yes,GHCG,4
lycanthropy_antidote,Lycanthropy Antidote,Potion,,Rare,,True,GHCG,True,"Made with fzeg blood, this silvery potion is dotted with swirling flecks of red. Drinking this liquid removes the curse of lycanthropy.",,rare,potion,no,GHCG,1
lycan_weapon,Lycan Weapon,Weapon,Any,Rare,,False,GHCG,True,"Made from the claws, teeth, and bones of lycanthropes, these weapons are particularly effective against other lycanthropes or vampires. You gain a +2 bonus to attack and damage rolls made with this magic weapon.",,rare,weapon,no,GHCG,3
magebane_bomb,Magebane Bomb,Wondrous Item,,Rare,,False,GHCG,True,"This bubbling liquid is distilled from the remains of a magebane ooze. You can throw the container at an enemy’s weapon or armor, or at a spellcaster.",,rare,wondrous,no,GHCG,3
malleus_macabre,Malleus Macabre,Weapon,Greatclub,Very Rare,Required,False,GHCG,True,"This weapon is a blunt but jagged-edged bludgeon that is the object form of a kokela. You gain a +4 bonus to damage rolls made with this weapon, and attack rolls made with this weapon score a Critical Hit on a roll of 19 or 20. If you have abilities that increase your critical range with melee attac",Requires Attunement,very rare,weapon,yes,GHCG,4
mask_of_the_maestro,Mask of the Maestro,Wondrous Item,,Uncommon,,False,GHCG,True,"Carved from yew, this mask is shaped in the likeness of a beast’s visage and has 3 charges. While wearing the mask, you can expend 1 charge to cast Polymorph on yourself, with a maximum duration of 1 minute.",,uncommon,wondrous,no,GHCG,2
morose_monocle,Morose Monocle,Wondrous Item,,Uncommon,,False,GHCG,True,"This opaque, grey eyepiece completely blocks normal vision for the eye wearing it. The only things you can see through it are grief eaters, and creatures experiencing significant pain, sorrow, or guilt. These creatures appear as white outlines, shining with an intensity that matches their emotional ",,uncommon,wondrous,no,GHCG,2
mortal_coil,Mortal Coil,Ring,,Very Rare,Required,False,GHCG,True,This ring is composed of hundreds of rose gold wires woven to coil around the finger. It allows its wearer's spirit to resist the pull of the afterlife.,Requires Attunement,very rare,ring,yes,GHCG,4
muscle_graft,Muscle Graft,Wondrous Item,,Very Rare,Required,False,GHCG,True,"Created through a gruesome process requiring the muscle tissue of a bugbear vampire, this graft melds to the flesh of a living creature who attunes to it. Your Strength increases by 2, to a maximum of 30. When you become attuned, you must succeed on a DC 15 Constitution save or your Constitution dec",Requires Attunement,very rare,wondrous,yes,GHCG,4
net_of_maiden_s_hair,Net of Maiden’s Hair,Wondrous Item,,Rare,Required,False,GHCG,True,"Sewn from the plant creature known as maiden’s hair, this sweet-smelling piece of headgear bestows lingering magical properties. While wearing the net on your head, you have Advantage on Charisma (Persuasion) checks. Additionally, you can take a Bonus Action to make an ability check to end the Grapp",Requires Attunement,rare,wondrous,yes,GHCG,3
nightmare_staff,Nightmare Staff,Staff,,Uncommon,Required,False,GHCG,True,"This twisted staff is created from the remains of a marra. It has 3 charges and regains its expended charges daily at dusk. When a creature you can see within 60 feet of you damages you while you hold this staff, you can take a Reaction to expend 1 of the staff’s charges to force the creature to mak",Requires Attunement,uncommon,staff,yes,GHCG,2
paragon_s_plate,Paragon’s Plate,Armor,Plate Armor,Legendary,Required,False,GHCG,True,"This ancient set of armor, which includes boots, greaves, a cuirass, gauntlets, and a helm, fully encases you in a shell of imposing steel, such that no part of your body is visible. While wearing this armor, you have Immunity to the Unconscious condition. If you have 0 Hit Points, you must still ma",Requires Attunement,legendary,armor,yes,GHCG,5
paralyzing_bolt,Paralyzing Bolt,Weapon,Ammunition,Uncommon,,False,GHCG,True,"These serpent tooth-tipped crossbow bolts cause a target’s muscles to become rigid. When a creature takes damage from this bolt, it has the Paralyzed condition until the end of your next turn unless they succeed on a DC 15 Constitution saving throw. Once it hits a target, the ammunition is no longer",,uncommon,weapon,no,GHCG,2
pharazorthok_sprout,Pharazorthok Sprout,Wondrous Item,,Very Rare,,False,GHCG,True,"This hand-sized fleshy sapling has writhing tentacles for branches and bulbous yellow eyes studding its trunk. You can take a Magic action to plant it in the ground in your space, at which point it begins whispering telepathically to you. While the sprout is planted and within 30 feet of you, you ha",,very rare,wondrous,no,GHCG,4
pigskin_armor,Pigskin Armor,Armor,Hide,Uncommon,,False,GHCG,True,"This strong, flexible armor made from the hide of ogre swine is surprisingly supple. It is considered Light armor rather than Medium armor. When a Critical Hit is scored on you, roll 1d20. On a 17-20, you treat it as a hit instead. However, while wearing the armor, you snore uncontrollably while sle",,uncommon,armor,no,GHCG,2
potion_of_glacial_resistance,Potion of Glacial Resistance,Potion,,Rare,,True,GHCG,True,"This brew is made from the ground horns of keppmirs. When consumed, this potion allows you to breathe underwater for 1 hour, during which time you have Resistance to Cold damage. It tastes salty and gives off a slight warmth.",,rare,potion,no,GHCG,1
potion_of_harm,Potion of Harm,Potion,,Rare,,True,GHCG,True,This concoction is the result of a failed attempt to make a Potion of Heal from the remains of a downcast vampire. It is indistinguishable from that potion without using divination magic of level 3 or higher.,,rare,potion,no,GHCG,1
potion_of_heal,Potion of Heal,Potion,,Very Rare,,True,GHCG,True,"This ebon liquid is made from the remains of a downcast vampire. When you imbibe this potion, you regain all your Hit Points.",,very rare,potion,no,GHCG,2
potion_of_life_sharing,Potion of Life Sharing,Potion,,Rare,,True,GHCG,True,"This shimmering liquid changes colors constantly within its vial. Made from the acid glands of the dreaded wolfentroika, this potion allows you to share your life force with others. After drinking this potion, you can take a Bonus Action to choose a creature within 30 feet of you that you can see or",,rare,potion,no,GHCG,1
potion_of_malice,Potion of Malice,Potion,,Rare,,True,GHCG,True,"This brew is made from the spore sacs of three grippers. When consumed, this potion causes the imbiber to give off spores that anger enemies within 10 feet. Those enemies must succeed on a DC 10 Wisdom saving throw, or they must target the imbiber with their attacks for 1 minute. All weapon attacks ",,rare,potion,no,GHCG,1
potion_of_relentlessness,Potion of Relentlessness,Potion,,Very Rare,,True,GHCG,True,"This viscous potion is made from quoxxarie blood. After drinking this potion, when you are reduced to 0 Hit Points you can expend a Hit Point Die (no action required) and set your Hit Points to 1. This effect lasts for 1 minute, at the end of which you must succeed on a DC 15 Constitution saving thr",,very rare,potion,no,GHCG,2
profane_charm,Profane Charm,Wondrous Item,,Uncommon,,False,GHCG,True,"This charm is a charred feather harvested from a fallen angel, wrapped in silver wire. While you wear this charm, your creature type appears to be Humanoid for the purpose of Detect Evil and Good and similar effects.",,uncommon,wondrous,no,GHCG,2
quakescale_armor,Quakescale Armor,Armor,Scale Mail,Uncommon,,False,GHCG,True,"Fashioned from the scales of a quake drake, this armor rumbles softly with the sound of thunder during storms. While wearing it, you have Resistance to Thunder damage.",,uncommon,armor,no,GHCG,2
queen_s_token,Queen’s Token,Wondrous Item,,Legendary,,False,GHCG,True,"This humble acorn is one of the mightiest gifts a Faerie queen can bestow upon her subjects. While holding the acorn, you can cast the Wish spell. After using the acorn in this way, it immediately teleports back to the queen who bestowed it.",,legendary,wondrous,no,GHCG,5
ready_gunk,Ready Gunk,Wondrous Item,,Uncommon,,False,GHCG,True,"This sticky paste is fashioned from the powdered bone armor of a bone trader. After you treat a weapon, shield, or other item that can be wielded in one or two hands with the paste, you can take a Bonus Action to summon and equip it, as long as the item is within 30 feet of you. After using this eff",,uncommon,wondrous,no,GHCG,2
resuscitation_bomb,Resuscitation Bomb,Wondrous Item,,Rare,,False,GHCG,True,"This foul-smelling concoction is made from the remains of stinking sludge. As a Magic action, you can throw the vial up to 10 feet, where it breaks and releases a noxious vapor that fills a 30-foot-radius Sphere. Each creature in the area with the Incapacitated, Stunned, or Unconscious condition end",,rare,wondrous,no,GHCG,3
ring_of_hidden_desires,Ring of Hidden Desires,Ring,,Uncommon,,False,GHCG,True,"This rose gold band is set with an obsidian stone carved in the shape of a heart. While wearing this ring, you can use a Magic action to attempt to learn a creature’s darkest desire. Select a creature that you can see. That creature must succeed on a DC 13 Wisdom saving throw. On a failed save, you ",,uncommon,ring,no,GHCG,2
ring_of_nightmares,Ring of Nightmares,Ring,,Rare,Required,False,GHCG,True,"This ring's crafting requires powdered brain from a restless lumberer. It has 3 charges and regains 1d3 expended charges daily at dawn. While wearing the ring, you can take a Bonus Action to expend 1 charge to change the damage type of the next spell you cast before the end of your turn to Psychic d",Requires Attunement,rare,ring,yes,GHCG,3
ring_of_radiation,Ring of Radiation,Ring,,Uncommon,,False,GHCG,True,"This ring is made of braided copper wire. While wearing this ring, your elemental energies are supercharged, allowing them to radiate from your body. When you cast a spell or use an ability that does Cold, Fire, or Lightning damage, the range of the spell or ability is doubled.",,uncommon,ring,no,GHCG,2
ring_of_veracity,Ring of Veracity,Ring,,Uncommon,Required,False,GHCG,True,"This golden band is stamped with images of smiling humanoid faces. While attuned to this ring, the wearer has Advantage on Search actions to make a Wisdom (Insight) check.",Requires Attunement,uncommon,ring,yes,GHCG,2
rod_of_ruin,Rod of Ruin,Rod,,Rare,Required,False,GHCG,True,This rod is formed of stacked crystal spheres filled with smoke. The rod has 3 charges and regains all expended charges daily at dusk.,Requires Attunement,rare,rod,yes,GHCG,3
rod_of_the_pack_master,Rod of the Pack Master,Rod,,Very Rare,Required,False,GHCG,True,"This rod appears to be a piece of driftwood carved with images of wolves and bears. While holding the rod, you can take a Magic action to cast Polymorph on any number of willing Humanoids you can see within 30 feet of you. The only forms you can choose for each target are Black Bear and Wolf, and th",Requires Attunement,very rare,rod,yes,GHCG,4
sangromancer_s_vial,Sangromancer’s Vial,Wondrous Item,,Rare,Required,False,GHCG,True,"This vial of red glass and gold filigree is useful to practitioners of blood magic. As part of the Attunement process, you fill the vial with your own blood. Choose up to 10 of your Hit Point Dice and roll them, reducing your Hit Point maximum by an amount equal to the result. This creates a pool of",Requires Attunement,rare,wondrous,yes,GHCG,3
second_skin,Second Skin,Armor,Hide,Very Rare,Required,False,GHCG,True,"This harness is woven from the hides of slain lycanthropes. When you attune to this item, the harness melds into your flesh, making it tough. Your Armor Class is 14 + your Dexterity modifier. When you take Bludgeoning, Piercing, or Slashing damage from a source that is not silver, you can use a Reac",Requires Attunement,very rare,armor,yes,GHCG,4
shadowsteel_blades,Shadowsteel Blades,Weapon,any Slashing Melee weapon,Very Rare,Required,False,GHCG,True,"Crafted from the dark material known as Shadowsteel, these weapons seem to ignore most armor, instead slicing through the spiritual essence of living flesh while delivering excruciating pain to their victims. Survivors of an encounter with a Shadowsteel Blade often report lasting pain that lingers f",Requires Attunement,very rare,weapon,yes,GHCG,4
sizzling_serum,Sizzling Serum,Wondrous Item,,Rare,,False,GHCG,True,"Created from the ichor in a potbelly’s stomach-pot, this volatile concoction is effective at damaging inorganic substances. As a Magic action, you can hurl the serum at a Construct or an object that you can see within 30 feet of you. The target makes a DC 15 Constitution saving throw, taking 10d6 Fi",,rare,wondrous,no,GHCG,3
soulbond_stone,Soulbond Stone,Wondrous Item,,Rare,,False,GHCG,True,"This smooth and weighty stone has a dusk-colored gem embedded in its center. When pressed to the chest of a creature who has been dead for less than one minute, the stone captures a fragment of the dead creature's soul for later use.",,rare,wondrous,no,GHCG,3
staff_of_briars,Staff of Briars,Staff,,Uncommon,,False,GHCG,True,"This wooden staff is made from the harvested claws of a braerog. It has 10 charges. While holding the staff, you can take a Magic action to expend 1 charge and cause thorn-covered rose vines to sprout up, covering a 20-foot square centered on a point within 5 feet of you. This area becomes Difficult",,uncommon,staff,no,GHCG,2
staff_of_the_sorcerer_king,Staff of the Sorcerer King,Weapon,Staff,Legendary,Required,False,GHCG,True,David Alunan,Requires Attunement,legendary,weapon,yes,GHCG,5
stalk_symbiote,Stalk Symbiote,Wondrous Item,,Rare,Required,False,GHCG,True,"This ocular organ, harvested from a living Aberration, melds with the skull of its host. If you are a Humanoid, you can attune to this item by stitching it into your scalp during the Attunement process. At the end of this time, the stalk burrows into your skull and bonds with your brain. Non-Humanoi",Requires Attunement,rare,wondrous,yes,GHCG,3
star_metal_ring,Star Metal Ring,Ring,,Rare,,False,GHCG,True,"This heavy steel ring is set with a chunk of shimmering star metal. While wearing this ring, your appendages are crusted with iridescent star metal. Your Unarmed Strikes are considered magical and deal Force damage.",,rare,ring,no,GHCG,3
straitjacket,Straitjacket,Wondrous Item,,Rare,Required,False,GHCG,True,"This stained grey jacket has long arms reaching the floor and contains dozens of restraining straps. This magical jacket takes 10 minutes to don or doff. While wearing this item and not wearing armor or wielding a shield, you add your Intelligence modifier to your Armor Class. Also, you can cast spe",Requires Attunement,rare,wondrous,yes,GHCG,3
suit_of_the_lamb,Suit of the Lamb,Wondrous Item,,Rare,,False,GHCG,True,"This suit of comfortable woolen clothes, made from the wool of the rare and dangerous poffer, includes a shirt, trousers or a kilt, and thick socks. While wearing the suit, you have Resistance to Lightning damage, and you don’t suffer effects from extreme cold weather.",,rare,wondrous,no,GHCG,3
sun_shades,Sun Shades,Wondrous Item,,Uncommon,,False,GHCG,True,"These black leather goggles are set with cloudy glass that completely obscures the eyes of the wearer. You can take a Utilize action to don or doff these goggles. While wearing these goggles, you ignore your Sunlight Sensitivity, as well as any other ill effects you would suffer due to exposure to s",,uncommon,wondrous,no,GHCG,2
talisman_of_tormach,Talisman of Tormach,Wondrous Item,,Rare,Required,False,GHCG,True,"The dreadful talisman is crafted from the skull at the center of a gore elemental. When you kill a creature with a Melee weapon or an Unarmed Strike while you wear the talisman, you gain 10 Temporary Hit Points for 1 minute. While you have any of these Temporary Hit Points, your melee weapon attacks",Requires Attunement,rare,wondrous,yes,GHCG,3
telltale_heart,Telltale Heart,Wondrous Item,,Uncommon,Required,False,GHCG,True,"This cherry-sized bloodstone heart is the beating center of a poppet. While the stone is on your person, when you gain the Frightened condition, you can make a DC 15 Wisdom saving throw. On a success, you end the Frightened condition.",Requires Attunement,uncommon,wondrous,yes,GHCG,2
thought_talker_orbs,Thought Talker Orbs,Wondrous Item,,Rare,,False,GHCG,True,"This magical spying device, designed by gnome engineers on behalf of the Ebon Syndicate, is composed of two crystal orbs. The Emitter Orb is marble-sized, making it easy to slip into your target's purse or pocket. The Receiver Orb is fist-sized.",,rare,wondrous,no,GHCG,3
thricecall_mirror,Thricecall Mirror,Wondrous Item,,Very Rare,,False,GHCG,True,"This ornate hand mirror, made of carved iron and adorned with images of grasping hands, can be used to contact other planes. As a Magic action, you can speak the true name of an extraplanar being, such as a Fey, Fiend, or Celestial, into the mirror three times. This summons the named creature in an ",,very rare,wondrous,no,GHCG,4
toadstool_toddy,Toadstool Toddy,Potion,,Rare,,True,GHCG,True,"This carbonated liquid, a potent distillation of faerie magic, is bright fuchsia and tastes of autumn rain. A Humanoid who drinks a Toadstool Toddy has Immunity to Fire and Cold damage for 1 hour.",,rare,potion,no,GHCG,1
tormach_s_blessed_weapon,Tormach’s Blessed Weapon,Weapon,Any Melee,Common,,False,GHCG,True,"Dedicated followers of Tormach sometimes gain the blessing of the Lord of Blood Oaths. When they do, their weapons gain a spark of the Marauder’s power. When you hit with this weapon, you can cause the target to succeed on a DC 15 Strength saving throw or have the Prone condition. Once a creature fa",,common,weapon,no,GHCG,1
vilesmog_bomb,Vilesmog Bomb,Wondrous Item,,Uncommon,,False,GHCG,True,"This smoky concoction is a favorite of poisoners and assassins. You can use a Magic action to throw this vial up to 30 feet away from you, at which point it breaks and releases a dark vapor that fills a 15-foot-radius Sphere centered on it for 2 rounds. A creature that enters the area or starts its ",,uncommon,wondrous,no,GHCG,2
wand_of_silence,Wand of Silence,Wand,,Uncommon,Required,False,GHCG,True,"This wand has 7 charges. While holding it, you can expend 1 charge to cast Silence from it (save DC 15). The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand’s last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.",Requires Attunement,uncommon,wand,yes,GHCG,2
wand_of_the_poltergeist,Wand of the Poltergeist,Wand,,Very Rare,Required,False,GHCG,True,"This wand is a swirl of dark and white wood, topped with a carved screaming skull. The wand has 7 charges.",Requires Attunement,very rare,wand,yes,GHCG,4
wraps_of_aphaeleon,Wraps of Aphaeleon,Wondrous Item,,Rare,Required,False,GHCG,True,"Aphaeleon is the Arch Seraph of temperance and spiritual balance, a patron to many monks. While wearing these simple cloth fist wraps endowed with his blessing, you can spend 3 Focus Points on your turn to end the Incapacitated, Paralyzed, or Stunned condition on yourself (no action required).",Requires Attunement,rare,wondrous,yes,GHCG,3
zeal,Zeal,Weapon,Warhammer,Artifact,Required,False,GHCG,True,"This warhammer glows with an inner light. When the celestial realm nearly fell, a heavenly smith received a vision, to craft a hammer like no other. With the might of Zeal, heaven's armies turned back their foes, restoring the cosmic balance.",Requires Attunement,artifact,weapon,yes,GHCG,5
d_mglesvir,Dämglesvir,Weapon,Longsword,Artifact,Required,False,GHCG,True,"Few ever saw the gleaming blade Dämglesvir before the God’s End, as only the emperor was permitted to draw the sword from its sheath. Now its blade and hilt are black, like a weapon dipped in shadow.",Requires Attunement,artifact,weapon,yes,GHCG,5
hearthfire_breastplate,Hearthfire Breastplate,Armor,Breastplate,Artifact,Required,False,GHCG,True,Maria Trofimova,Requires Attunement,artifact,armor,yes,GHCG,5
indorius_s_crown,Indorius’s Crown,Wondrous Item,,Artifact,Required,False,GHCG,True,"Indorius’s Crown bestows authority on whoever wears it, making their reasoning seem stronger and their coercions harder to resist. The crown does not, however, provide its wearer with wisdom.",Requires Attunement,artifact,wondrous,yes,GHCG,5
ulmyr_s_eye,Ulmyr’s Eye,Wondrous Item,,Artifact,Required,False,GHCG,True,"Ulmyr’s Eye appears to be a crystal ball filled with ever-shifting smoke. Peering into the orb reveals hazy visions, many of which are disturbing.",Requires Attunement,artifact,wondrous,yes,GHCG,5
bomboozler,Bomboozler,Wondrous Item,,Rare,,False,HGtMH,True,"Within this sturdy, corrosion-resistant polyhedron is a phial of ooze acid; a caustic substance with remarkable powers of biological alteration.",,rare,wondrous,no,HGtMH,3
caltrooze,Caltrooze,Wondrous Item,,Uncommon,,False,HGtMH,True,Michelle Mueller,,uncommon,wondrous,no,HGtMH,2
flooze,Flooze,Weapon,flail,Uncommon,Required,False,HGtMH,True,"The versatility of the magically-enhanced ooze used to craft this flail can’t be overstated. Its high tensile strength allows its ‘chain’ to stretch in response to its wearer’s thoughts, while the flail’s head boasts a hardness and density comparable to steel.",Requires Attunement,uncommon,weapon,yes,HGtMH,2
goo_luck_dice,Goo Luck Dice,Wondrous Item,,Common,,False,HGtMH,True,Mohammed “Aggi” Bellafquih,,common,wondrous,no,HGtMH,1
oozemat_coat,Oozemat Coat,Wondrous Item,,Rare,Required,False,HGtMH,True,"Woven from an oozed-based, biosynthetic polymer, this practical garment is the number one choice for field researchers and lab workers alike. It provides the high adaptability and resilience necessary to protect its wearer from any unfortunate accidents that may occur during the noble pursuit of sci",Requires Attunement,rare,wondrous,yes,HGtMH,3
slime_in_a_skull,Slime-In-A-Skull,Wondrous Item,,Uncommon,Required,False,HGtMH,True,"Within this humanoid skull resides a friendly ooze who wishes only to be helpful to the owner of its home. Joyful gurgling sounds can occasionally be heard emanating from the eye sockets and, very rarely, a curious eye will peek out of the mouth.",Requires Attunement,uncommon,wondrous,yes,HGtMH,2
ventilation_unit_d_20,Ventilation Unit D-20,Wondrous Item,,Rare,Required,False,HGtMH,True,Chaouki ‘’Ciao’” Titouhi & Michelle Mueller,Requires Attunement,rare,wondrous,yes,HGtMH,3
mawling_maul,Mawling Maul,Weapon,any hammer,Uncommon,,False,HGtMH,True,"Burning with ravenous hunger and unquenchable hanger, this mimic-infused weapon struggles relentlessly against the sturdy iron chains that bind it. Loosening the chains stimulates the weapon’s digestive juices which, if not quenched, can have caustic consequences for its wielder.",,uncommon,weapon,no,HGtMH,2
mimickey,Mimickey,Wondrous Item,,Common,,False,HGtMH,True,"This bone and flesh keyring can be socketed on any weapon or held item. As an action, you can hold the item by the keyring and spin it in a circle, causing the socketed item to shrink to the size of a key. Using an action to spin it while key-sized returns it to its normal size.",,common,wondrous,no,HGtMH,1
spelleater_tome,Spelleater Tome,Wondrous Item,,Uncommon,Required,False,HGtMH,True,"Learning and developing new spells can be a tedious and time-consuming process. Luckily, the spelleater tome is a shortcut to becoming a spell-slinging savant. Originally a creation of Jonjo Starr, the tome has become a favourite among lazy wizarding apprentices the world over.",Requires Attunement,uncommon,wondrous,yes,HGtMH,2
haemstrike,Haemstrike,Weapon,any hammer,Uncommon,,False,HGtMH,True,"This weapon is naturally attracted to foes bearing ferrous metals, allowing it to strike them with more force. Those who align themselves more closely with the weapon are granted the ability to manipulate gravity, telekinetically pulling creatures and objects into range of its jagged-faced swings.",,uncommon,weapon,no,HGtMH,2
magnetite_horn,Magnetite Horn,Wondrous Item,,Uncommon,,False,HGtMH,True,Mohammed “Aggi” Bellafquih,,uncommon,wondrous,no,HGtMH,2
shard_crown,Shard Crown,Wondrous Item,,Rare,Required,False,HGtMH,True,From the horn and eyes of a magnetite dragon is crafted this crown of magnetite. The creature’s commanding presence and power over the blood of others allow the wearer of this object to bend its foes to its will.,Requires Attunement,rare,wondrous,yes,HGtMH,3
snow_wolf_cowl,Snow Wolf Cowl,Wondrous Item,,Rare,Required,False,HGtMH,True,"Few warriors can claim to have single-handedly bested a full-grown snow wolf. Those that do can have the head of such a monster enchanted by a clan shaman, granting them the power to transform into the beast. Such cowls are prized trophies amongst the frozen Norse clans, symbols of might and status.",Requires Attunement,rare,wondrous,yes,HGtMH,3
broodmother_s_embrace,Broodmother’s Embrace,Wondrous Item,,Rare,Required,False,HGtMH,True,Mohammed “Aggi” Bellafquih,Requires Attunement,rare,wondrous,yes,HGtMH,3
broodmother_s_eye,Broodmother’s Eye,Wondrous Item,,Common,Required,False,HGtMH,True,"While socketed in an item, the item gains the Intense Stare property.",Requires Attunement,common,wondrous,yes,HGtMH,1
broodslinger,Broodslinger,Wondrous Item,,Uncommon,Required,False,HGtMH,True,"Known fondly by L’Arsène as Ling’s Bane, this forearm-mounted symbiote represents the conquering of the incredibly infectious broodmother strain of aboleths. This blind broodling has been altered to feed off of its host’s nutrients, generating powerfully acidic mucous. A small note attached to one t",Requires Attunement,uncommon,wondrous,yes,HGtMH,2
tome_of_living_memories,Tome of Living Memories,Wondrous Item,,Uncommon,,False,HGtMH,True,"The pages of this book are littered with the shifting memories of all the aboleth broodmother’s eyes have seen. This deluge of information includes historical occurrences, the gods, and all things arcane, in addition to several spells. Unfortunately, the script is a shifting mire of letters that onl",,uncommon,wondrous,no,HGtMH,2
astral_luggage,Astral Luggage,Wondrous Item,,Very Rare,,False,HGtMH,True,Mohammed “Aggi” Bellafquih,,very rare,wondrous,no,HGtMH,4
dreamy_the_lucid,Dreamy the Lucid,Wondrous Item,,Uncommon,,False,HGtMH,True,Chaouki‘’Ciao’” Titouhi,,uncommon,wondrous,no,HGtMH,2
hammer_time,Hammer Time,Weapon,any hammer,Uncommon,,False,HGtMH,True,"Never has the saying “smash something into next week” been so apt. With an hourglass filled with brilliant platinum sand, this magical impact weapon utilises the dreamholder’s command over time dilation to throw its victims forward in time.",,uncommon,weapon,no,HGtMH,2
robes_of_beaur_ve,Robes of Beaurêve,Wondrous Item,,Rare,Required,False,HGtMH,True,Michelle Mueller,Requires Attunement,rare,wondrous,yes,HGtMH,3
second_chance,Second Chance,Wondrous Item,,Uncommon,,False,HGtMH,True,Michelle Mueller,,uncommon,wondrous,no,HGtMH,2
time_splitter,Time Splitter,Weapon,any axe,Uncommon,Required,False,HGtMH,True,"The time splitter is just the tool for an almighty adventurer who’s always a little too slow to get where they need to be exactly in the nick of time. Harnessing the time dilative power of the dreamholder, this magic weapon lets its wielder swing back in time, or speed the flow of time for itself, a",Requires Attunement,uncommon,weapon,yes,HGtMH,2
eyes_of_googly,Eyes of Googly,Wondrous Item,,Common,,False,HGtMH,True,"Firm, and always slightly moist to the touch, this pair of eyes wanders of their own accord. When placed on a single object that can fit inside a 5-foot cube, the object becomes sentient. It can’t speak, and has statistics the GM deems appropriate.",,common,wondrous,no,HGtMH,1
grill_of_barbecuing,Grill of Barbecuing,Wondrous Item,,Uncommon,,False,HGtMH,True,Michelle Mueller,,uncommon,wondrous,no,HGtMH,2
heliana_s_guide_to_monster_hunting,Heliana’s Guide to Monster Hunting,Wondrous Item,,Uncommon,,False,HGtMH,True,"Full of useful knowledge and heavy enough to crush a skull, Heliana’s Guide to Monster Hunting is nothing if not handy. The personalised quotes from Heliana, Peeper’s deft proofing and editing, and the numerous ink stains and spilled watercolours give this hefty tome a homemade feel.",,uncommon,wondrous,no,HGtMH,2
l_ars_ne_s_quadnoculars,L’Arsène’s Quadnoculars,Wondrous Item,,Rare,,False,HGtMH,True,Expecting a flood of adventurers to buy Heliana’s book and begin crafting their own magic items —potentially putting him out of a job!—L’Arsène devised a way he might profit from the book’s popularity. With a series of articulating lenses that filter out threads belonging to different schools of mag,,rare,wondrous,no,HGtMH,3
tinytar,Tinytar,Wondrous Item,,Common,,False,HGtMH,True,"With the sentient tar of a tar elemental and a dose of enchantment magic, one can craft this friendly and amenable little helper. When applied to anything you can hold, the tinytar ensures you don’t accidentally drop it.",,common,wondrous,no,HGtMH,1
acheron_blade,Acheron Blade,Weapon,any sword,Rare,Required,False,EGtW,True,"The black blade of this sword is crafted from a mysterious arcane alloy. You gain a +1 bonus to attack and damage rolls made with this magic weapon. While the sword is on your person, you are immune to effects that turn undead.",Requires Attunement,rare,weapon,yes,EGtW,3
amulet_of_the_drunkard,Amulet of the Drunkard,Wondrous Item,,Uncommon,,False,EGtW,True,"This amulet smells of old, ale-stained wood. While wearing it, you can regain 4d4 + 4 hit points when you drink a pint of beer, ale, mead, or wine. Once the amulet has restored hit points, it can’t do so again until the next dawn.",,uncommon,wondrous,no,EGtW,2
arcane_cannon,Arcane Cannon,Wondrous Item,,Very Rare,,False,EGtW,True,"This Large cannon is imbued with magic. It requires no ammunition and doesn’t need to be loaded. It takes one action to aim the cannon and one action to fire it. After the cannon has fired, it must recharge for 5 minutes before it can be fired again.",,very rare,wondrous,no,EGtW,4
